,valence
5205,0.487
5206,0.16
5207,0.659
5208,0.145
5209,0.766
5210,0.199
5211,0.527
5212,0.644
5213,0.616
5214,0.137
5215,0.659
5216,0.644
5217,0.16
5218,0.527
5219,0.145
5220,0.467
5221,0.334
5222,0.199
5223,0.616
5224,0.137
5225,0.527
5226,0.467
5227,0.723
5228,0.145
5229,0.719
5230,0.334
5231,0.644
5232,0.766
5233,0.723
5234,0.719
5235,0.527
5236,0.616
5237,0.467
5238,0.137
5239,0.145
5240,0.766
5241,0.334
5242,0.543
5243,0.464
5244,0.723
5245,0.527
5246,0.616
5247,0.137
5248,0.719
5249,0.553
5250,0.487
5251,0.334
5252,0.145
5253,0.464
5254,0.71
5255,0.644
5256,0.527
5257,0.616
5258,0.922
5259,0.723
5260,0.719
5261,0.137
5262,0.487
5263,0.71
5264,0.464
5265,0.922
5266,0.527
5267,0.644
5268,0.616
5269,0.719
5270,0.145
5271,0.487
5272,0.723
5273,0.922
5274,0.464
5275,0.71
5276,0.0678
5277,0.527
5278,0.616
5279,0.644
5280,0.558
5281,0.719
5282,0.432
5283,0.922
5284,0.71
5285,0.0678
5286,0.644
5287,0.616
5288,0.464
5289,0.395
5290,0.269
5291,0.527
5292,0.719
5293,0.71
5294,0.269
5295,0.0678
5296,0.922
5297,0.616
5298,0.464
5299,0.335
5300,0.593
5301,0.432
5302,0.719
5303,0.269
5304,0.71
5305,0.786
5306,0.284
5307,0.922
5308,0.616
5309,0.801
5310,0.208
5311,0.527
5312,0.335
5313,0.786
5314,0.284
5315,0.801
5316,0.71
5317,0.616
5318,0.269
5319,0.922
5320,0.335
5321,0.527
5322,0.464
5323,0.556
5324,0.0978
5325,0.553
5326,0.749
5327,0.43
5328,0.336
5329,0.679
5330,0.513
5331,0.446
5332,0.383
5333,0.556
5334,0.553
5335,0.0978
5336,0.749
5337,0.43
5338,0.318
5339,0.513
5340,0.679
5341,0.457
5342,0.446
5343,0.556
5344,0.0978
5345,0.553
5346,0.243
5347,0.43
5348,0.749
5349,0.457
5350,0.318
5351,0.513
5352,0.329
5353,0.556
5354,0.553
5355,0.513
5356,0.457
5357,0.0978
5358,0.749
5359,0.228
5360,0.43
5361,0.243
5362,0.679
5363,0.556
5364,0.553
5365,0.243
5366,0.513
5367,0.749
5368,0.457
5369,0.0978
5370,0.318
5371,0.274
5372,0.679
5373,0.556
5374,0.513
5375,0.749
5376,0.679
5377,0.553
5378,0.318
5379,0.457
5380,0.243
5381,0.0978
5382,0.274
5383,0.556
5384,0.513
5385,0.679
5386,0.553
5387,0.749
,valence
0,0.614
1,0.243
2,0.457
3,0.107
4,0.0978
5,0.513
6,0.556
7,0.679
8,0.553
9,0.749
10,0.0978
11,0.2
12,0.35
13,0.832
14,0.457
15,0.513
16,0.0978
17,0.556
18,0.679
19,0.749
20,0.553
21,0.741
22,0.457
23,0.43
24,0.243
25,0.513
26,0.556
27,0.741
28,0.749
29,0.679
30,0.0978
31,0.134
32,0.241
33,0.553
34,0.43
35,0.513
36,0.556
37,0.679
38,0.741
39,0.494
40,0.749
41,0.0978
42,0.553
43,0.318
44,0.334
45,0.513
46,0.556
47,0.679
48,0.741
49,0.494
50,0.318
51,0.569
52,0.489
53,0.0978
54,0.553
55,0.513
56,0.679
57,0.556
58,0.494
59,0.334
60,0.553
61,0.318
62,0.741
63,0.0978
64,0.749
65,0.513
66,0.494
67,0.679
68,0.556
69,0.334
70,0.553
71,0.679
72,0.749
73,0.741
74,0.0978
75,0.513
76,0.494
77,0.679
78,0.334
79,0.556
80,0.553
81,0.162
82,0.749
83,0.741
84,0.243
85,0.874
86,0.513
87,0.679
88,0.494
89,0.334
90,0.556
91,0.679
92,0.553
93,0.896
94,0.749
95,0.874
96,0.329
97,0.679
98,0.513
99,0.334
100,0.556
101,0.43
102,0.494
103,0.553
104,0.896
105,0.874
106,0.513
107,0.334
108,0.679
109,0.556
110,0.329
111,0.344
112,0.553
113,0.494
114,0.779
115,0.874
116,0.513
117,0.334
118,0.679
119,0.553
120,0.779
121,0.344
122,0.746
123,0.556
124,0.329
125,0.891
126,0.513
127,0.779
128,0.874
129,0.334
130,0.679
131,0.553
132,0.33
133,0.746
134,0.556
135,0.334
136,0.891
137,0.513
138,0.874
139,0.779
140,0.679
141,0.223
142,0.746
143,0.556
144,0.43
145,0.679
146,0.874
147,0.779
148,0.334
149,0.746
150,0.513
151,0.286
152,0.891
153,0.661
154,0.556
155,0.679
156,0.661
157,0.334
158,0.874
159,0.779
160,0.173
161,0.891
162,0.513
163,0.746
164,0.0592
165,0.679
166,0.837
167,0.334
168,0.779
169,0.874
170,0.354
171,0.661
172,0.223
173,0.513
174,0.43
175,0.334
176,0.779
177,0.661
178,0.874
179,0.679
180,0.837
181,0.354
182,0.545
183,0.513
184,0.43
185,0.661
186,0.334
187,0.779
188,0.874
189,0.43
190,0.679
191,0.837
192,0.679
193,0.513
194,0.354
195,0.172
196,0.513
197,0.779
198,0.334
199,0.661
200,0.837
201,0.679
202,0.874
203,0.364
204,0.43
205,0.537
206,0.172
207,0.43
208,0.334
209,0.563
210,0.779
211,0.661
212,0.679
213,0.354
214,0.513
215,0.537
216,0.172
217,0.43
218,0.679
219,0.679
220,0.334
221,0.661
222,0.779
223,0.874
224,0.452
225,0.646
226,0.537
227,0.172
228,0.452
229,0.679
230,0.334
231,0.679
232,0.661
233,0.513
234,0.779
235,0.784
236,0.646
237,0.562
238,0.537
239,0.452
240,0.679
241,0.334
242,0.172
243,0.553
244,0.661
245,0.562
246,0.537
247,0.646
248,0.452
249,0.784
250,0.679
251,0.334
252,0.172
253,0.556
254,0.679
255,0.646
256,0.562
257,0.537
258,0.452
259,0.563
260,0.784
261,0.334
262,0.556
263,0.354
264,0.172
265,0.537
266,0.646
267,0.334
268,0.562
269,0.452
270,0.679
271,0.354
272,0.661
273,0.556
274,0.33
275,0.344
276,0.537
277,0.452
278,0.784
279,0.646
280,0.801
281,0.334
282,0.679
283,0.661
284,0.761
285,0.344
286,0.537
287,0.452
288,0.646
289,0.334
290,0.679
291,0.761
292,0.446
293,0.784
294,0.33
295,0.344
296,0.537
297,0.452
298,0.646
299,0.761
300,0.334
301,0.679
302,0.556
303,0.183
304,0.446
305,0.344
306,0.452
307,0.537
308,0.761
309,0.646
310,0.679
311,0.334
312,0.183
313,0.35
314,0.513
315,0.344
316,0.551
317,0.452
318,0.152
319,0.537
320,0.172
321,0.761
322,0.345
323,0.111
324,0.706
325,0.344
326,0.452
327,0.551
328,0.152
329,0.537
330,0.761
331,0.345
332,0.0875
333,0.334
334,0.43
335,0.344
336,0.452
337,0.761
338,0.537
339,0.551
340,0.679
341,0.152
342,0.334
343,0.35
344,0.874
345,0.344
346,0.183
347,0.452
348,0.27
349,0.679
350,0.537
351,0.761
352,0.56
353,0.334
354,0.551
355,0.737
356,0.344
357,0.56
358,0.183
359,0.27
360,0.551
361,0.537
362,0.424
363,0.452
364,0.43
365,0.39
366,0.737
367,0.344
368,0.183
369,0.27
370,0.56
371,0.679
372,0.357
373,0.43
374,0.304
375,0.304
376,0.679
377,0.737
378,0.183
379,0.39
380,0.551
381,0.648
382,0.344
383,0.506
384,0.157
385,0.737
386,0.304
387,0.39
388,0.27
389,0.183
390,0.434
391,0.344
392,0.357
393,0.0823
394,0.557
395,0.737
396,0.39
397,0.304
398,0.27
399,0.679
400,0.344
401,0.357
402,0.452
403,0.183
404,0.372
405,0.737
406,0.39
407,0.27
408,0.84
409,0.372
410,0.344
411,0.304
412,0.0823
413,0.732
414,0.357
415,0.448
416,0.39
417,0.267
418,0.304
419,0.333
420,0.674
421,0.344
422,0.737
423,0.27
424,0.67
425,0.448
426,0.39
427,0.737
428,0.304
429,0.333
430,0.344
431,0.84
432,0.0823
433,0.27
434,0.674
435,0.448
436,0.39
437,0.737
438,0.344
439,0.304
440,0.267
441,0.771
442,0.84
443,0.333
444,0.0823
445,0.448
446,0.682
447,0.39
448,0.737
449,0.304
450,0.409
451,0.344
452,0.771
453,0.769
454,0.333
455,0.448
456,0.682
457,0.769
458,0.737
459,0.267
460,0.84
461,0.304
462,0.771
463,0.485
464,0.344
465,0.448
466,0.682
467,0.304
468,0.769
469,0.737
470,0.679
471,0.267
472,0.771
473,0.344
474,0.215
475,0.448
476,0.682
477,0.737
478,0.304
479,0.267
480,0.84
481,0.769
482,0.716
483,0.771
484,0.0823
485,0.387
486,0.267
487,0.737
488,0.682
489,0.692
490,0.84
491,0.304
492,0.364
493,0.588
494,0.448
495,0.387
496,0.737
497,0.682
498,0.267
499,0.448
500,0.84
501,0.485
502,0.304
503,0.692
504,0.771
505,0.682
506,0.737
507,0.387
508,0.267
509,0.448
510,0.692
511,0.485
512,0.679
513,0.304
514,0.771
515,0.529
516,0.485
517,0.682
518,0.737
519,0.387
520,0.304
521,0.322
522,0.692
523,0.267
524,0.667
525,0.35
526,0.682
527,0.591
528,0.387
529,0.737
530,0.679
531,0.485
532,0.667
533,0.267
534,0.529
535,0.267
536,0.667
537,0.682
538,0.485
539,0.387
540,0.737
541,0.679
542,0.304
543,0.692
544,0.448
545,0.137
546,0.667
547,0.267
548,0.682
549,0.485
550,0.679
551,0.737
552,0.387
553,0.692
554,0.584
555,0.137
556,0.667
557,0.682
558,0.267
559,0.84
560,0.737
561,0.387
562,0.644
563,0.304
564,0.584
565,0.137
566,0.667
567,0.682
568,0.267
569,0.644
570,0.84
571,0.737
572,0.304
573,0.387
574,0.383
575,0.137
576,0.667
577,0.682
578,0.723
579,0.644
580,0.267
581,0.679
582,0.304
583,0.737
584,0.915
585,0.137
586,0.667
587,0.644
588,0.723
589,0.267
590,0.682
591,0.84
592,0.737
593,0.446
594,0.304
595,0.137
596,0.667
597,0.644
598,0.267
599,0.723
600,0.84
601,0.682
602,0.304
603,0.737
604,0.446
605,0.137
606,0.667
607,0.644
608,0.543
609,0.682
610,0.267
611,0.84
612,0.304
613,0.723
614,0.126
615,0.543
616,0.667
617,0.644
618,0.304
619,0.137
620,0.267
621,0.84
622,0.682
623,0.915
624,0.387
625,0.543
626,0.667
627,0.644
628,0.137
629,0.719
630,0.322
631,0.267
632,0.304
633,0.266
634,0.682
635,0.286
636,0.667
637,0.644
638,0.418
639,0.543
640,0.719
641,0.137
642,0.84
643,0.267
644,0.266
645,0.286
646,0.644
647,0.719
648,0.464
649,0.667
650,0.309
651,0.543
652,0.418
653,0.584
654,0.137
655,0.464
656,0.644
657,0.719
658,0.667
659,0.286
660,0.543
661,0.323
662,0.75
663,0.222
664,0.915
665,0.464
666,0.644
667,0.719
668,0.667
669,0.543
670,0.286
671,0.309
672,0.137
673,0.304
674,0.267
675,0.644
676,0.464
677,0.222
678,0.667
679,0.323
680,0.719
681,0.309
682,0.286
683,0.137
684,0.543
685,0.309
686,0.464
687,0.644
688,0.323
689,0.719
690,0.266
691,0.84
692,0.178
693,0.71
694,0.667
695,0.309
696,0.464
697,0.644
698,0.267
699,0.667
700,0.84
701,0.781
702,0.266
703,0.679
704,0.178
705,0.84
706,0.464
707,0.644
708,0.496
709,0.479
710,0.195
711,0.781
712,0.679
713,0.719
714,0.266
715,0.84
716,0.781
717,0.915
718,0.309
719,0.464
720,0.276
721,0.479
722,0.266
723,0.241
724,0.178
725,0.513
726,0.556
727,0.0978
728,0.553
729,0.749
730,0.363
731,0.418
732,0.619
733,0.0605
734,0.341
735,0.513
736,0.556
737,0.0978
738,0.553
739,0.749
740,0.341
741,0.363
742,0.418
743,0.43
744,0.447
745,0.513
746,0.556
747,0.553
748,0.619
749,0.0978
750,0.749
751,0.341
752,0.243
753,0.363
754,0.418
755,0.513
756,0.556
757,0.341
758,0.553
759,0.749
760,0.0978
761,0.619
762,0.679
763,0.363
764,0.447
765,0.513
766,0.556
767,0.341
768,0.553
769,0.749
770,0.0978
771,0.679
772,0.243
773,0.619
774,0.447
775,0.513
776,0.556
777,0.341
778,0.619
779,0.553
780,0.749
781,0.679
782,0.0978
783,-1.0
784,0.418
785,0.513
786,0.556
787,0.341
788,-1.0
789,0.553
790,0.749
791,0.619
792,0.0978
793,0.418
794,0.676
795,0.513
796,-1.0
797,0.556
798,0.341
799,0.553
800,0.619
801,0.418
802,0.749
803,0.35
804,0.676
805,0.513
806,-1.0
807,0.556
808,0.619
809,0.553
810,0.341
811,0.749
812,0.827
813,0.0978
814,0.418
815,0.513
816,0.556
817,0.553
818,0.0978
819,0.494
820,-1.0
821,0.679
822,0.749
823,0.642
824,0.62
825,0.508
826,0.556
827,0.513
828,0.553
829,0.494
830,0.0978
831,0.679
832,0.642
833,-1.0
834,0.637
835,0.642
836,0.556
837,0.494
838,0.513
839,0.553
840,0.688
841,0.679
842,0.0978
843,-1.0
844,0.508
845,0.642
846,0.556
847,0.513
848,0.494
849,0.508
850,0.553
851,0.243
852,0.0978
853,0.679
854,0.334
855,0.556
856,0.513
857,0.642
858,0.494
859,0.508
860,0.679
861,0.553
862,0.243
863,0.0978
864,0.324
865,0.494
866,0.369
867,0.874
868,0.513
869,0.642
870,0.556
871,0.334
872,0.508
873,0.679
874,0.243
875,0.369
876,0.494
877,0.324
878,0.642
879,0.508
880,0.334
881,0.513
882,0.243
883,0.874
884,0.556
885,0.369
886,0.642
887,0.334
888,0.324
889,0.494
890,0.513
891,0.556
892,0.508
893,0.874
894,0.679
895,0.369
896,0.494
897,0.642
898,0.334
899,0.508
900,0.513
901,0.556
902,0.679
903,0.243
904,0.874
905,0.369
906,0.334
907,0.642
908,0.508
909,0.494
910,0.513
911,0.874
912,0.679
913,0.556
914,0.243
915,0.334
916,0.369
917,0.642
918,0.513
919,0.874
920,0.494
921,0.508
922,0.679
923,0.243
924,0.556
925,0.334
926,0.513
927,0.369
928,0.679
929,0.642
930,0.874
931,0.494
932,0.508
933,0.556
934,0.822
935,0.334
936,0.513
937,0.679
938,0.874
939,0.369
940,0.508
941,0.642
942,0.243
943,0.569
944,0.553
945,0.837
946,0.513
947,0.679
948,0.334
949,0.508
950,0.369
951,0.874
952,0.494
953,0.556
954,0.822
955,0.837
956,0.334
957,0.874
958,0.513
959,0.508
960,0.679
961,0.556
962,0.569
963,0.553
964,0.863
965,0.837
966,0.334
967,0.513
968,0.874
969,0.508
970,0.679
971,0.556
972,0.569
973,0.822
974,0.863
975,0.28
976,0.837
977,0.334
978,0.513
979,0.874
980,0.679
981,0.508
982,0.243
983,0.556
984,0.337
985,0.837
986,0.0397
987,0.334
988,0.874
989,0.316
990,0.68
991,0.28
992,0.12
993,0.513
994,0.508
995,0.837
996,0.393
997,0.537
998,0.0397
999,0.513
1000,0.334
1001,0.28
1002,0.874
1003,0.508
1004,0.679
1005,0.837
1006,0.393
1007,0.334
1008,0.508
1009,0.0397
1010,0.513
1011,0.0648
1012,0.537
1013,0.874
1014,0.822
1015,0.646
1016,0.497
1017,0.837
1018,0.334
1019,0.0648
1020,0.0397
1021,0.508
1022,0.513
1023,0.874
1024,0.537
1025,0.204
1026,0.508
1027,0.837
1028,0.497
1029,0.334
1030,0.581
1031,0.874
1032,0.513
1033,0.646
1034,0.822
1035,0.497
1036,0.837
1037,0.851
1038,0.334
1039,0.581
1040,0.508
1041,0.513
1042,0.874
1043,0.204
1044,0.369
1045,0.305
1046,0.493
1047,0.497
1048,0.822
1049,0.837
1050,0.334
1051,0.581
1052,0.508
1053,0.513
1054,0.537
1055,0.497
1056,0.837
1057,0.0397
1058,0.581
1059,0.508
1060,0.513
1061,0.874
1062,0.334
1063,0.537
1064,0.822
1065,0.497
1066,0.401
1067,0.581
1068,0.837
1069,0.508
1070,0.515
1071,0.761
1072,0.513
1073,0.337
1074,0.75
1075,0.497
1076,0.761
1077,0.401
1078,0.286
1079,0.347
1080,0.581
1081,0.513
1082,0.837
1083,0.508
1084,0.863
1085,0.497
1086,0.535
1087,0.581
1088,0.537
1089,0.0804
1090,0.337
1091,0.513
1092,0.177
1093,0.508
1094,0.528
1095,0.45
1096,0.581
1097,0.497
1098,0.229
1099,0.537
1100,0.334
1101,0.513
1102,0.286
1103,0.597
1104,0.508
1105,0.551
1106,0.497
1107,0.581
1108,0.152
1109,0.334
1110,0.286
1111,0.337
1112,0.87
1113,0.761
1114,0.537
1115,0.497
1116,0.581
1117,0.269
1118,0.508
1119,0.761
1120,0.0875
1121,0.286
1122,0.557
1123,0.597
1124,0.334
1125,0.357
1126,0.581
1127,0.497
1128,0.269
1129,0.334
1130,0.761
1131,0.286
1132,0.822
1133,0.337
1134,0.905
1135,0.522
1136,0.357
1137,0.581
1138,0.617
1139,0.168
1140,0.822
1141,0.761
1142,0.269
1143,0.286
1144,0.905
1145,0.357
1146,0.617
1147,0.522
1148,0.497
1149,0.581
1150,0.905
1151,0.337
1152,0.347
1153,0.334
1154,0.737
1155,0.357
1156,0.617
1157,0.522
1158,0.497
1159,0.581
1160,0.905
1161,0.696
1162,0.732
1163,0.827
1164,0.337
1165,0.357
1166,0.617
1167,0.522
1168,0.732
1169,0.905
1170,0.696
1171,0.581
1172,0.497
1173,0.612
1174,0.827
1175,0.617
1176,0.357
1177,0.0354
1178,0.827
1179,0.209
1180,0.522
1181,0.732
1182,0.45
1183,0.905
1184,0.612
1185,0.827
1186,0.357
1187,0.732
1188,0.209
1189,0.617
1190,0.522
1191,0.372
1192,0.696
1193,0.612
1194,0.45
1195,0.617
1196,0.732
1197,0.209
1198,0.357
1199,0.905
1200,0.612
1201,0.696
1202,0.347
1203,0.547
1204,0.522
1205,0.209
1206,0.617
1207,0.732
1208,0.357
1209,0.905
1210,0.696
1211,0.347
1212,0.666
1213,0.612
1214,0.462
1215,0.209
1216,0.617
1217,0.462
1218,0.357
1219,0.612
1220,0.905
1221,0.732
1222,0.696
1223,0.347
1224,0.905
1225,0.617
1226,0.325
1227,0.905
1228,0.357
1229,0.612
1230,0.732
1231,0.347
1232,0.462
1233,0.696
1234,0.209
1235,0.516
1236,0.682
1237,0.617
1238,0.462
1239,0.732
1240,0.905
1241,0.357
1242,0.347
1243,0.612
1244,0.325
1245,0.577
1246,0.462
1247,0.682
1248,0.516
1249,0.905
1250,0.732
1251,0.325
1252,0.357
1253,0.347
1254,0.617
1255,0.577
1256,0.462
1257,0.682
1258,0.516
1259,0.905
1260,0.325
1261,0.732
1262,0.612
1263,0.372
1264,0.357
1265,0.716
1266,0.577
1267,0.516
1268,0.682
1269,0.905
1270,0.325
1271,0.732
1272,0.372
1273,0.612
1274,0.462
1275,0.516
1276,0.716
1277,0.462
1278,0.445
1279,0.692
1280,0.905
1281,0.682
1282,0.732
1283,0.372
1284,0.577
1285,0.516
1286,0.369
1287,0.445
1288,0.462
1289,0.905
1290,0.732
1291,0.716
1292,0.682
1293,0.325
1294,0.517
1295,0.369
1296,0.516
1297,0.445
1298,0.517
1299,0.682
1300,0.905
1301,0.325
1302,0.372
1303,0.334
1304,0.732
1305,0.369
1306,0.516
1307,0.445
1308,0.517
1309,0.682
1310,0.529
1311,0.419
1312,0.325
1313,0.905
1314,0.669
1315,0.369
1316,0.516
1317,0.445
1318,0.35
1319,0.462
1320,0.517
1321,0.325
1322,0.682
1323,0.419
1324,0.832
1325,0.445
1326,0.369
1327,0.462
1328,0.682
1329,0.529
1330,0.584
1331,0.325
1332,0.235
1333,0.732
1334,0.516
1335,0.137
1336,0.445
1337,0.682
1338,0.369
1339,0.584
1340,0.235
1341,0.531
1342,0.732
1343,0.644
1344,0.517
1345,0.137
1346,0.445
1347,0.531
1348,0.682
1349,0.235
1350,0.369
1351,0.517
1352,0.644
1353,0.732
1354,0.905
1355,0.137
1356,0.445
1357,0.531
1358,0.189
1359,0.682
1360,0.235
1361,0.466
1362,0.644
1363,0.369
1364,0.19
1365,0.137
1366,0.531
1367,0.445
1368,0.189
1369,0.644
1370,0.235
1371,0.682
1372,0.369
1373,0.517
1374,0.529
1375,0.531
1376,0.137
1377,0.928
1378,0.445
1379,0.644
1380,0.189
1381,0.235
1382,0.529
1383,0.62
1384,0.743
1385,0.531
1386,0.137
1387,0.928
1388,0.445
1389,0.644
1390,0.202
1391,0.235
1392,0.189
1393,0.62
1394,0.19
1395,0.137
1396,0.445
1397,0.531
1398,0.62
1399,0.928
1400,0.202
1401,0.644
1402,0.235
1403,0.189
1404,0.19
1405,0.531
1406,0.137
1407,0.445
1408,0.62
1409,0.644
1410,0.235
1411,0.928
1412,0.202
1413,0.189
1414,0.669
1415,0.0628
1416,0.531
1417,0.431
1418,0.445
1419,0.1
1420,0.62
1421,0.719
1422,0.644
1423,0.137
1424,0.235
1425,0.531
1426,0.0628
1427,0.445
1428,0.644
1429,0.543
1430,0.62
1431,0.719
1432,0.1
1433,0.431
1434,0.235
1435,0.464
1436,0.531
1437,0.584
1438,0.486
1439,0.719
1440,0.219
1441,0.644
1442,0.445
1443,0.62
1444,0.235
1445,0.219
1446,0.464
1447,0.531
1448,0.71
1449,0.484
1450,0.644
1451,0.445
1452,0.496
1453,0.62
1454,0.719
1455,0.464
1456,0.219
1457,0.71
1458,0.484
1459,0.531
1460,0.644
1461,0.62
1462,0.719
1463,0.584
1464,0.4
1465,0.484
1466,0.644
1467,0.531
1468,0.337
1469,0.219
1470,0.464
1471,0.71
1472,0.584
1473,0.4
1474,0.719
1475,0.484
1476,0.531
1477,0.644
1478,0.19
1479,0.219
1480,0.4
1481,0.719
1482,0.464
1483,0.328
1484,0.486
1485,0.484
1486,0.667
1487,0.531
1488,0.669
1489,0.4
1490,0.593
1491,0.719
1492,0.644
1493,0.486
1494,0.464
1495,0.667
1496,0.301
1497,0.484
1498,0.4
1499,0.669
1500,0.531
1501,0.208
1502,0.644
1503,0.719
1504,0.486
1505,0.667
1506,0.104
1507,0.365
1508,0.4
1509,0.484
1510,0.531
1511,0.719
1512,0.644
1513,0.486
1514,0.322
1515,0.165
1516,0.228
1517,0.534
1518,0.0613
1519,0.851
1520,0.273
1521,0.243
1522,0.644
1523,0.582
1524,0.702
1525,0.228
1526,0.0613
1527,0.534
1528,0.0978
1529,0.851
1530,0.243
1531,0.273
1532,0.165
1533,0.644
1534,0.679
1535,0.228
1536,0.534
1537,0.243
1538,0.851
1539,0.758
1540,0.0978
1541,0.0613
1542,0.243
1543,0.165
1544,0.644
1545,0.228
1546,0.534
1547,0.851
1548,0.274
1549,0.227
1550,0.233
1551,0.195
1552,0.0613
1553,0.243
1554,0.556
1555,0.274
1556,0.851
1557,0.534
1558,0.276
1559,0.233
1560,0.243
1561,0.49
1562,0.299
1563,0.556
1564,0.195
1565,0.528
1566,0.534
1567,0.851
1568,0.276
1569,0.233
1570,0.243
1571,0.228
1572,0.35
1573,0.243
1574,0.49
1575,0.528
1576,0.534
1577,0.851
1578,0.276
1579,0.141
1580,0.243
1581,0.35
1582,0.233
1583,0.228
1584,0.243
1585,0.141
1586,0.741
1587,0.534
1588,0.851
1589,0.35
1590,0.528
1591,0.243
1592,0.228
1593,0.651
1594,0.233
1595,0.534
1596,0.141
1597,0.741
1598,0.851
1599,0.651
1600,0.243
1601,0.803
1602,0.528
1603,0.228
1604,0.301
1605,0.534
1606,0.141
1607,0.741
1608,0.851
1609,0.228
1610,0.243
1611,0.528
1612,0.494
1613,0.651
1614,0.803
1615,0.741
1616,0.141
1617,0.855
1618,0.534
1619,0.494
1620,0.528
1621,0.243
1622,0.803
1623,0.702
1624,0.556
1625,0.741
1626,0.489
1627,0.534
1628,0.141
1629,0.855
1630,0.896
1631,0.243
1632,0.803
1633,0.494
1634,0.228
1635,0.741
1636,0.896
1637,0.534
1638,0.141
1639,0.855
1640,0.489
1641,0.562
1642,0.228
1643,0.243
1644,0.702
1645,0.741
1646,0.896
1647,0.141
1648,0.534
1649,0.0753
1650,0.679
1651,0.243
1652,0.489
1653,0.228
1654,0.301
1655,0.896
1656,0.741
1657,0.534
1658,0.141
1659,0.381
1660,0.489
1661,0.243
1662,0.702
1663,0.679
1664,0.228
1665,0.896
1666,0.723
1667,0.534
1668,0.855
1669,0.141
1670,0.741
1671,0.243
1672,0.574
1673,0.494
1674,0.702
1675,0.329
1676,0.896
1677,0.723
1678,0.534
1679,0.855
1680,0.0911
1681,0.859
1682,0.243
1683,0.141
1684,0.489
1685,0.329
1686,0.534
1687,0.896
1688,0.723
1689,0.855
1690,0.489
1691,0.243
1692,0.141
1693,0.741
1694,0.679
1695,0.329
1696,0.534
1697,0.891
1698,0.896
1699,0.723
1700,0.855
1701,0.141
1702,0.741
1703,0.243
1704,0.702
1705,0.891
1706,0.896
1707,0.329
1708,0.534
1709,0.574
1710,0.855
1711,0.243
1712,0.414
1713,0.723
1714,0.702
1715,0.891
1716,0.534
1717,0.574
1718,0.896
1719,0.702
1720,0.855
1721,0.334
1722,0.414
1723,0.329
1724,0.243
1725,0.891
1726,0.679
1727,0.534
1728,0.702
1729,0.855
1730,0.574
1731,0.329
1732,0.243
1733,0.896
1734,0.414
1735,0.891
1736,0.534
1737,0.574
1738,0.55
1739,0.702
1740,0.855
1741,0.334
1742,0.663
1743,0.243
1744,0.513
1745,0.891
1746,0.534
1747,0.55
1748,0.851
1749,0.334
1750,0.574
1751,0.702
1752,0.243
1753,0.896
1754,0.301
1755,0.891
1756,0.792
1757,0.534
1758,0.338
1759,0.334
1760,0.702
1761,0.513
1762,0.574
1763,0.243
1764,0.679
1765,0.423
1766,0.792
1767,0.534
1768,0.891
1769,0.851
1770,0.414
1771,0.513
1772,0.243
1773,0.513
1774,0.702
1775,0.423
1776,0.792
1777,0.275
1778,0.172
1779,0.891
1780,0.513
1781,0.702
1782,0.679
1783,0.513
1784,0.896
1785,0.423
1786,0.537
1787,0.792
1788,0.584
1789,0.891
1790,0.574
1791,0.621
1792,0.513
1793,0.513
1794,0.329
1795,0.537
1796,0.423
1797,0.792
1798,0.584
1799,0.557
1800,0.891
1801,0.513
1802,0.312
1803,0.513
1804,0.679
1805,0.223
1806,0.557
1807,0.423
1808,0.792
1809,0.584
1810,0.646
1811,0.537
1812,0.381
1813,0.891
1814,0.388
1815,0.562
1816,0.646
1817,0.423
1818,0.303
1819,0.792
1820,0.784
1821,0.357
1822,0.557
1823,0.223
1824,0.537
1825,0.562
1826,0.557
1827,0.303
1828,0.423
1829,0.792
1830,0.646
1831,0.784
1832,0.513
1833,0.556
1834,0.357
1835,0.562
1836,0.758
1837,0.135
1838,0.423
1839,0.792
1840,0.28
1841,0.557
1842,0.646
1843,0.513
1844,0.891
1845,0.562
1846,0.28
1847,0.758
1848,0.303
1849,0.423
1850,0.646
1851,0.792
1852,0.513
1853,0.557
1854,0.891
1855,0.344
1856,0.318
1857,0.855
1858,0.28
1859,0.562
1860,0.423
1861,0.758
1862,0.792
1863,0.646
1864,0.513
1865,0.344
1866,0.834
1867,0.318
1868,0.855
1869,0.28
1870,0.888
1871,0.423
1872,0.562
1873,0.424
1874,0.621
1875,0.344
1876,0.692
1877,0.318
1878,0.851
1879,0.834
1880,0.888
1881,0.423
1882,0.28
1883,0.28
1884,0.562
1885,0.344
1886,0.318
1887,0.851
1888,0.692
1889,0.834
1890,0.888
1891,0.606
1892,0.423
1893,0.28
1894,0.621
1895,0.614
1896,0.344
1897,0.807
1898,0.584
1899,0.731
1900,0.834
1901,0.318
1902,0.692
1903,0.888
1904,0.423
1905,0.344
1906,0.504
1907,0.86
1908,0.614
1909,0.807
1910,0.834
1911,0.318
1912,0.888
1913,0.731
1914,0.0875
1915,0.344
1916,0.674
1917,0.614
1918,0.504
1919,0.162
1920,0.807
1921,0.423
1922,0.731
1923,0.834
1924,0.621
1925,0.56
1926,0.614
1927,0.344
1928,0.674
1929,0.162
1930,0.504
1931,0.692
1932,0.357
1933,0.807
1934,0.423
1935,0.737
1936,0.56
1937,0.692
1938,0.674
1939,0.344
1940,0.86
1941,0.357
1942,0.504
1943,0.162
1944,0.803
1945,0.737
1946,0.39
1947,0.56
1948,0.162
